Location,Average_Cost,Online_Order,Table_Booking,Rating,Votes,Reviews_Count,Cuisines,Delivery_Time,Popularity
Ahmedabad,157.0,No,Yes,3.2,119,540.0,Fast Food,33,Low
Indore,221.0,Yes,Yes,3.5,263,122.0,North Indian,41,Low
Jaipur,97.0,No,Yes,2.6,171,408.0,Biryani,20,Low
Nagpur,222.0,No,No,3.0,247,383.0,North Indian,36,High
Jaipur,109.0,Yes,Yes,2.8,58,117.0,South Indian,59,Low
Nagpur,296.0,No,Yes,,526,488.0,Cafe,32,High
Bhopal,113.0,Yes,Yes,2.5,173,415.0,Continental,37,Low
Chennai,235.0,No,No,3.4,51,531.0,Seafood,52,Low
Delhi,114.0,Yes,Yes,3.1,551,422.0,Continental,55,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Ahmedabad,,No,Yes,5.0,127,492.0,Cafe,52,Low
Bangalore,152.0,No,Yes,3.5,250,544.0,Fast Food,27,Low
Indore,181.0,Yes,Yes,2.7,399,276.0,Chinese,25,Low
Bhopal,172.0,No,Yes,3.5,36,336.0,Biryani,37,High
Chennai,85.0,No,Yes,3.3,247,271.0,Gujarati,51,Low
Kochi,236.0,Yes,Yes,3.2,780,438.0,Cafe,44,Low
Nashik,126.0,Yes,No,2.9,534,417.0,Kerala,36,Low
Mumbai,225.0,No,Yes,4.6,38,178.0,Fast Food,26,Low
Nagpur,439.0,No,Yes,,512,465.0,Fast Food,25,High
Delhi,213.0,Yes,No,2.5,805,41.0,North Indian,48,Low
Surat,217.0,No,No,3.3,223,148.0,North Indian,57,Low
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Chennai,152.0,Yes,Yes,3.1,716,390.0,North Indian,35,Low
Bhopal,145.0,Yes,Yes,5.0,607,325.0,Seafood,53,High
Delhi,577.0,No,Yes,4.4,769,527.0,Continental,32,High
Nashik,224.0,No,No,3.7,58,402.0,Kerala,37,Low
Ahmedabad,101.0,No,Yes,3.3,523,539.0,Fast Food,60,Low
Ahmedabad,251.0,Yes,Yes,4.4,442,484.0,South Indian,35,High
Delhi,270.0,No,Yes,4.3,753,432.0,North Indian,32,High
Jaipur,185.0,No,No,3.5,750,599.0,Rajasthani,43,Low
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Bhopal,162.0,Yes,No,3.0,37,,Cafe,29,Low
Goa,426.0,Yes,Yes,4.3,842,358.0,Rajasthani,34,High
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Nashik,444.0,Yes,Yes,5.0,658,540.0,Fast Food,30,High
Jaipur,113.0,No,No,3.5,822,356.0,Gujarati,50,Low
Hyderabad,230.0,No,No,3.3,309,295.0,Continental,24,Low
Bangalore,,Yes,No,2.6,102,506.0,Cafe,60,High
Goa,126.0,Yes,Yes,4.2,52,434.0,Gujarati,50,Low
Mumbai,535.0,Yes,Yes,4.4,430,382.0,Seafood,51,Low
Jaipur,387.0,Yes,No,4.4,785,325.0,Gujarati,28,High
Jaipur,87.0,Yes,Yes,3.0,801,521.0,North Indian,58,Low
Delhi,114.0,No,Yes,3.3,402,129.0,Seafood,31,Low
Jaipur,289.0,Yes,No,4.8,711,215.0,Gujarati,103,High
Bhopal,171.0,No,No,3.7,671,557.0,Fast Food,51,High
Surat,119.0,No,No,2.5,643,164.0,Rajasthani,55,Low
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Surat,508.0,No,No,4.4,841,497.0,Biryani,32,High
Bhopal,157.0,No,Yes,3.4,680,183.0,South Indian,21,Low
Bhopal,504.0,No,Yes,4.1,428,268.0,Biryani,60,Low
Indore,121.0,Yes,No,2.6,49,379.0,South Indian,58,Low
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Goa,105.0,Yes,No,4.7,108,545.0,Chinese,26,Low
Ahmedabad,382.0,No,Yes,3.6,378,436.0,Chinese,52,Low
Hyderabad,316.0,Yes,No,4.6,846,195.0,Biryani,25,High
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Nashik,155.0,Yes,No,3.4,827,50.0,North Indian,35,Low
Indore,583.0,Yes,No,4.5,538,526.0,Continental,32,High
Surat,148.0,Yes,No,2.5,438,305.0,Biryani,40,Low
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Pune,267.0,Yes,Yes,4.5,673,358.0,Cafe,27,High
Jaipur,237.0,Yes,No,4.0,87,341.0,Fast Food,32,Low
Surat,581.0,No,No,4.3,560,,Fast Food,31,High
Goa,386.0,Yes,Yes,4.5,654,353.0,Gujarati,30,High
Indore,356.0,Yes,Yes,4.3,882,162.0,Kerala,24,High
Indore,317.0,No,No,4.5,699,164.0,South Indian,30,High
Indore,320.0,Yes,Yes,4.6,594,451.0,South Indian,35,High
Indore,246.0,Yes,Yes,4.7,82,274.0,Continental,33,Low
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Pune,125.0,No,Yes,2.6,764,399.0,North Indian,34,Low
Nashik,134.0,Yes,No,2.9,457,71.0,Cafe,25,Low
Nagpur,,No,Yes,3.6,689,262.0,Street Food,51,High
Indore,155.0,No,No,3.2,384,527.0,Fast Food,28,Low
Jaipur,323.0,Yes,No,4.5,544,594.0,Seafood,29,High
Nagpur,182.0,Yes,No,4.6,91,319.0,South Indian,45,Low
Surat,158.0,Yes,No,3.4,689,537.0,Kerala,58,Low
Bhopal,217.0,No,No,2.5,624,572.0,Seafood,20,Low
Chennai,407.0,Yes,Yes,4.8,785,,Gujarati,30,High
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Hyderabad,408.0,Yes,Yes,4.9,610,529.0,Cafe,26,High
Hyderabad,232.0,Yes,No,3.1,493,478.0,Street Food,45,High
Ahmedabad,213.0,Yes,No,3.4,524,477.0,Biryani,43,Low
Pune,206.0,No,No,3.3,444,119.0,Fast Food,20,Low
Goa,485.0,No,No,,567,423.0,Kerala,26,High
Ahmedabad,99.0,No,No,3.4,52,427.0,Chinese,35,Low
Bangalore,,Yes,No,2.6,102,506.0,Cafe,60,High
Delhi,363.0,No,Yes,4.6,220,415.0,South Indian,58,High
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Pune,,No,No,4.4,800,565.0,South Indian,34,High
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Hyderabad,163.0,Yes,No,2.6,432,522.0,South Indian,49,High
Goa,96.0,Yes,No,4.3,64,156.0,Rajasthani,28,Low
Nagpur,180.0,Yes,No,4.8,81,128.0,Kerala,44,Low
Surat,274.0,Yes,Yes,4.5,580,25.0,South Indian,23,High
Indore,321.0,No,No,4.5,864,329.0,South Indian,20,High
Indore,581.0,Yes,No,4.8,694,128.0,Street Food,24,High
Goa,4415.0,Yes,Yes,2.7,619,306.0,Chinese,44,Low
Nagpur,199.0,No,No,2.5,31,540.0,Gujarati,50,Low
Mumbai,196.0,No,Yes,2.8,161,388.0,South Indian,51,Low
Nagpur,145.0,Yes,Yes,3.3,793,237.0,Street Food,26,Low
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Jaipur,462.0,No,No,4.6,782,249.0,Continental,29,High
Hyderabad,172.0,Yes,No,3.2,286,333.0,Seafood,28,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Nagpur,122.0,Yes,Yes,2.8,237,155.0,Gujarati,60,Low
Delhi,270.0,No,Yes,4.3,753,432.0,North Indian,32,High
Hyderabad,89.0,Yes,No,2.7,352,431.0,Seafood,30,Low
Nashik,198.0,Yes,No,2.5,258,114.0,Continental,46,Low
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Chennai,125.0,No,Yes,3.1,240,70.0,Cafe,43,Low
Kochi,557.0,Yes,Yes,4.9,697,,North Indian,32,High
Delhi,81.0,No,Yes,2.8,840,405.0,Kerala,30,High
Nashik,549.0,Yes,Yes,,189,103.0,North Indian,49,High
Kochi,235.0,Yes,Yes,3.3,760,,Street Food,38,Low
Surat,236.0,No,Yes,3.4,493,513.0,Continental,51,Low
Nagpur,152.0,Yes,Yes,2.7,533,319.0,North Indian,36,Low
Nashik,126.0,No,No,2.8,723,481.0,Kerala,22,Low
Surat,569.0,Yes,Yes,4.6,821,80.0,Continental,21,High
Goa,98.0,No,Yes,4.7,115,475.0,Rajasthani,21,Low
Goa,418.0,Yes,No,4.8,3264,519.0,Fast Food,23,High
Nagpur,397.0,Yes,No,4.3,760,353.0,Biryani,21,High
Surat,92.0,No,Yes,2.6,638,328.0,Seafood,28,Low
Goa,499.0,No,Yes,4.6,723,305.0,North Indian,30,High
Kochi,462.0,No,No,4.9,437,237.0,North Indian,44,Low
Mumbai,165.0,No,No,4.4,284,,Cafe,29,Low
Bangalore,193.0,Yes,No,2.6,824,240.0,Gujarati,39,Low
Delhi,87.0,No,Yes,4.1,86,551.0,Cafe,31,Low
Ahmedabad,148.0,Yes,Yes,3.5,525,49.0,Kerala,46,Low
Nagpur,186.0,No,No,2.9,244,143.0,Seafood,51,Low
Indore,5175.0,No,Yes,2.8,161,117.0,Cafe,22,Low
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Pune,175.0,Yes,Yes,3.1,658,361.0,Rajasthani,55,Low
Delhi,106.0,Yes,Yes,3.5,762,135.0,Fast Food,51,Low
Mumbai,383.0,No,No,3.6,346,338.0,North Indian,34,High
Bangalore,119.0,Yes,Yes,3.2,703,402.0,Cafe,33,Low
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Chennai,414.0,No,No,4.6,731,120.0,North Indian,34,High
Ahmedabad,152.0,Yes,Yes,4.6,84,67.0,Cafe,59,Low
Ahmedabad,442.0,No,Yes,,326,524.0,Fast Food,21,Low
Bhopal,247.0,Yes,No,3.5,689,585.0,Seafood,57,High
Pune,518.0,Yes,Yes,4.9,513,118.0,Gujarati,25,High
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Ahmedabad,5322.0,No,No,3.2,286,535.0,Chinese,34,Low
Surat,182.0,No,Yes,2.9,176,594.0,Kerala,49,Low
Surat,493.0,Yes,Yes,4.7,655,254.0,Biryani,21,High
Kochi,416.0,No,No,5.0,805,229.0,Cafe,24,High
Jaipur,219.0,No,Yes,2.8,95,479.0,Biryani,21,Low
Bangalore,542.0,Yes,Yes,3.6,463,440.0,South Indian,49,Low
Kochi,178.0,Yes,Yes,3.1,599,517.0,Rajasthani,25,Low
Hyderabad,512.0,No,Yes,4.4,456,265.0,Street Food,35,High
Hyderabad,111.0,Yes,Yes,3.3,495,174.0,Biryani,53,Low
Delhi,363.0,No,Yes,4.6,220,415.0,South Indian,58,High
Pune,117.0,Yes,Yes,3.0,3648,138.0,Continental,55,Low
Chennai,169.0,Yes,Yes,3.8,35,475.0,Cafe,23,Low
Mumbai,120.0,Yes,No,3.3,320,319.0,Continental,54,Low
Goa,459.0,No,No,4.4,572,451.0,South Indian,34,High
Goa,84.0,Yes,Yes,3.1,253,81.0,Kerala,28,High
Nagpur,181.0,Yes,Yes,2.7,733,531.0,Kerala,25,High
Jaipur,403.0,Yes,No,4.3,427,283.0,Seafood,30,High
Indore,219.0,No,Yes,2.8,563,246.0,Biryani,33,Low
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Surat,225.0,Yes,Yes,4.5,86,328.0,Gujarati,53,Low
Surat,171.0,No,No,2.8,888,454.0,Chinese,51,Low
Chennai,128.0,Yes,Yes,2.9,401,193.0,Continental,41,Low
Delhi,529.0,Yes,No,4.5,460,40.0,Rajasthani,30,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Goa,213.0,Yes,Yes,3.4,868,344.0,North Indian,37,Low
Mumbai,369.0,No,Yes,4.4,580,461.0,Chinese,31,High
Pune,301.0,Yes,No,,625,145.0,Seafood,21,High
Hyderabad,,No,No,3.3,62,409.0,Seafood,23,Low
Ahmedabad,250.0,Yes,Yes,4.3,643,96.0,South Indian,31,High
Surat,189.0,No,Yes,2.6,739,565.0,Gujarati,59,Low
Pune,187.0,No,No,4.9,69,337.0,Biryani,21,Low
Bangalore,267.0,No,No,4.5,671,539.0,Continental,21,High
Pune,208.0,No,Yes,3.0,603,468.0,Rajasthani,25,Low
Indore,363.0,No,Yes,4.9,644,295.0,Chinese,23,High
Surat,115.0,No,No,3.5,593,510.0,Street Food,138,Low
Surat,293.0,No,Yes,4.6,509,76.0,Biryani,28,High
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Bhopal,6816.0,No,No,2.6,672,539.0,Fast Food,48,High
Nashik,120.0,Yes,No,2.6,41,376.0,Kerala,43,Low
Hyderabad,225.0,Yes,No,2.8,853,503.0,Fast Food,38,Low
Delhi,84.0,No,Yes,2.9,198,407.0,Biryani,46,Low
Indore,513.0,No,Yes,5.0,833,383.0,Cafe,22,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Ahmedabad,111.0,No,No,2.9,135,371.0,Gujarati,54,High
Pune,253.0,No,No,4.7,673,390.0,Gujarati,29,High
Jaipur,179.0,Yes,Yes,2.9,4368,284.0,South Indian,40,Low
Bhopal,247.0,Yes,No,3.5,689,585.0,Seafood,57,High
Bangalore,404.0,No,Yes,4.7,615,536.0,Chinese,22,High
Mumbai,,No,Yes,2.9,884,490.0,Street Food,55,Low
Nagpur,290.0,No,No,,810,367.0,South Indian,29,High
Ahmedabad,236.0,No,Yes,3.4,854,582.0,Street Food,21,Low
Pune,121.0,No,No,2.6,360,347.0,Rajasthani,20,Low
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Ahmedabad,250.0,No,No,2.5,211,53.0,Chinese,28,Low
Jaipur,381.0,No,No,4.6,476,473.0,Cafe,30,High
Ahmedabad,115.0,Yes,Yes,2.8,829,416.0,Continental,41,Low
Surat,93.0,No,Yes,2.7,175,442.0,Street Food,40,Low
Delhi,576.0,No,No,4.7,620,531.0,Chinese,33,High
Mumbai,86.0,No,Yes,2.9,523,426.0,Chinese,46,Low
Bangalore,174.0,Yes,No,3.4,32,82.0,North Indian,49,Low
Bhopal,393.0,Yes,Yes,4.4,596,297.0,Rajasthani,29,High
Nashik,416.0,No,Yes,4.7,679,584.0,Gujarati,33,High
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Hyderabad,116.0,No,Yes,2.6,566,84.0,South Indian,32,Low
Chennai,228.0,No,Yes,2.8,801,20.0,Street Food,45,Low
Kochi,338.0,Yes,No,4.3,434,366.0,Biryani,24,High
Ahmedabad,250.0,Yes,Yes,4.3,643,96.0,South Indian,31,High
Nashik,111.0,No,No,2.8,60,540.0,Biryani,60,High
Delhi,146.0,Yes,No,3.1,569,398.0,Biryani,42,Low
Chennai,109.0,Yes,Yes,3.3,359,184.0,Street Food,52,Low
Hyderabad,196.0,Yes,No,3.3,257,223.0,Cafe,27,Low
Ahmedabad,345.0,Yes,No,3.6,507,57.0,Gujarati,42,High
Delhi,207.0,Yes,Yes,,115,21.0,South Indian,28,Low
Hyderabad,401.0,No,No,4.4,664,101.0,Biryani,23,High
Surat,,Yes,No,4.4,397,485.0,Biryani,60,High
Indore,96.0,No,No,2.6,119,478.0,Gujarati,22,Low
Goa,,No,Yes,4.1,53,591.0,Cafe,50,Low
Delhi,422.0,No,Yes,4.2,810,73.0,Cafe,31,High
Bangalore,137.0,Yes,No,4.7,121,586.0,Seafood,56,Low
Surat,250.0,No,No,4.4,450,191.0,Kerala,35,High
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Nashik,,No,Yes,3.0,605,361.0,Chinese,25,Low
Indore,132.0,No,No,3.4,630,412.0,Street Food,57,Low
Nashik,134.0,Yes,Yes,3.5,149,404.0,Continental,30,Low
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Kochi,142.0,Yes,Yes,3.3,866,238.0,Cafe,44,Low
Mumbai,143.0,No,Yes,5.0,34,,Biryani,56,Low
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Nashik,88.0,Yes,No,2.5,739,339.0,Street Food,29,Low
Delhi,166.0,Yes,Yes,4.5,79,570.0,Gujarati,27,Low
Jaipur,224.0,No,No,3.2,636,93.0,Biryani,20,Low
Nagpur,115.0,Yes,Yes,3.5,576,45.0,Gujarati,52,Low
Nashik,338.0,No,No,4.3,709,435.0,Continental,30,High
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Hyderabad,150.0,No,Yes,4.3,37,,Fast Food,32,Low
Pune,183.0,Yes,No,,65,23.0,Rajasthani,32,Low
Bhopal,114.0,No,Yes,3.5,697,496.0,South Indian,58,Low
Jaipur,564.0,Yes,No,3.8,897,265.0,Seafood,36,Low
Mumbai,83.0,No,No,3.2,226,243.0,Gujarati,32,Low
Chennai,218.0,Yes,Yes,3.2,793,372.0,Biryani,44,Low
Bangalore,106.0,No,No,3.1,134,386.0,Cafe,50,High
Goa,159.0,No,Yes,2.7,669,547.0,Kerala,29,Low
Nashik,345.0,No,No,4.5,4517,347.0,Cafe,49,High
Bhopal,3888.0,No,Yes,3.4,267,570.0,Fast Food,44,Low
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Pune,227.0,No,Yes,2.6,105,75.0,Kerala,31,Low
Bangalore,132.0,Yes,Yes,5.0,66,495.0,Kerala,29,Low
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Pune,88.0,No,Yes,3.5,741,161.0,South Indian,28,Low
Surat,80.0,Yes,No,2.6,615,582.0,South Indian,51,Low
Kochi,259.0,Yes,No,4.3,811,441.0,Cafe,28,High
Pune,,No,No,4.4,800,565.0,South Indian,34,High
Kochi,504.0,Yes,Yes,4.4,819,552.0,North Indian,34,High
Nagpur,585.0,No,Yes,4.7,375,102.0,Rajasthani,51,High
Bangalore,492.0,No,Yes,4.6,581,215.0,Continental,147,High
Surat,106.0,Yes,Yes,,587,101.0,Street Food,49,High
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Hyderabad,427.0,No,Yes,3.6,680,258.0,Biryani,25,High
Surat,300.0,No,Yes,4.3,593,26.0,Rajasthani,31,High
Hyderabad,164.0,Yes,Yes,4.1,131,402.0,Fast Food,50,Low
Goa,91.0,No,Yes,,510,61.0,Fast Food,52,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Jaipur,87.0,Yes,Yes,3.5,195,219.0,Seafood,35,Low
Goa,406.0,Yes,Yes,4.5,659,106.0,Rajasthani,28,High
Hyderabad,141.0,No,Yes,4.5,150,398.0,Fast Food,51,Low
Jaipur,289.0,Yes,No,4.8,711,215.0,Gujarati,103,High
Bangalore,214.0,No,Yes,2.6,823,318.0,Biryani,60,Low
Nashik,398.0,No,Yes,4.4,661,119.0,Gujarati,22,High
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Nagpur,124.0,Yes,Yes,2.7,735,20.0,Kerala,24,Low
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Indore,294.0,Yes,Yes,4.8,584,279.0,Continental,127,High
Goa,372.0,Yes,Yes,4.9,446,340.0,Rajasthani,25,High
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Mumbai,3759.0,No,No,4.5,674,208.0,Street Food,31,High
Bangalore,258.0,Yes,No,4.6,566,347.0,North Indian,24,High
Jaipur,,Yes,Yes,2.7,669,355.0,Fast Food,42,Low
Bangalore,250.0,No,Yes,2.5,138,319.0,Biryani,36,Low
Hyderabad,422.0,No,No,4.7,561,376.0,Seafood,32,High
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Bangalore,492.0,No,Yes,4.6,581,215.0,Continental,147,High
Chennai,407.0,Yes,Yes,4.8,785,,Gujarati,30,High
Kochi,114.0,Yes,No,,111,193.0,Fast Food,33,Low
Ahmedabad,165.0,No,Yes,3.0,3192,380.0,Kerala,40,Low
Bhopal,180.0,Yes,No,3.9,31,265.0,Biryani,59,Low
Hyderabad,264.0,Yes,Yes,,712,305.0,Cafe,29,High
Goa,145.0,Yes,Yes,3.0,772,367.0,Continental,50,Low
Hyderabad,512.0,No,Yes,4.4,456,265.0,Street Food,35,High
Bhopal,178.0,Yes,No,2.7,746,22.0,Seafood,41,Low
Hyderabad,175.0,No,Yes,,638,181.0,Gujarati,21,High
Bhopal,271.0,No,No,4.9,676,419.0,South Indian,30,High
Bangalore,91.0,Yes,No,2.6,147,165.0,North Indian,38,Low
Nagpur,245.0,Yes,No,4.8,91,350.0,Kerala,32,Low
Kochi,180.0,Yes,Yes,2.9,836,494.0,South Indian,22,Low
Nagpur,439.0,No,Yes,,512,465.0,Fast Food,25,High
Ahmedabad,434.0,Yes,No,4.3,713,304.0,Rajasthani,21,High
Goa,91.0,No,No,2.6,670,,Street Food,33,Low
Ahmedabad,167.0,Yes,Yes,2.9,4978,,Seafood,28,Low
Bangalore,175.0,No,No,2.5,542,403.0,Seafood,51,Low
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Pune,2147.0,Yes,No,2.5,491,231.0,North Indian,27,Low
Jaipur,361.0,No,No,3.8,455,201.0,Kerala,46,High
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Nagpur,206.0,Yes,Yes,3.1,122,358.0,Continental,30,Low
Surat,2849.0,Yes,Yes,2.7,710,492.0,Chinese,37,Low
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Pune,113.0,Yes,No,3.0,559,235.0,Fast Food,52,Low
Ahmedabad,345.0,Yes,No,3.6,507,57.0,Gujarati,42,High
Goa,88.0,Yes,Yes,3.5,741,193.0,Cafe,23,Low
Nagpur,220.0,No,Yes,3.0,676,48.0,South Indian,60,Low
Goa,166.0,No,No,2.6,703,293.0,Chinese,21,Low
Surat,569.0,Yes,Yes,4.6,821,80.0,Continental,21,High
Delhi,4163.0,No,Yes,3.8,60,116.0,Chinese,23,Low
Mumbai,150.0,Yes,Yes,2.5,830,210.0,Chinese,52,Low
Chennai,167.0,No,No,3.1,770,234.0,Fast Food,50,Low
Bhopal,162.0,Yes,No,4.7,45,35.0,Street Food,40,Low
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Delhi,133.0,Yes,Yes,2.5,599,569.0,Cafe,53,Low
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Mumbai,130.0,No,Yes,3.2,76,245.0,Rajasthani,36,Low
Kochi,367.0,Yes,Yes,4.9,587,426.0,Biryani,21,High
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Indore,277.0,Yes,No,4.7,622,484.0,Chinese,35,High
Delhi,227.0,No,No,3.0,813,65.0,Chinese,31,Low
Chennai,142.0,No,Yes,4.7,186,201.0,Kerala,28,Low
Delhi,576.0,No,No,4.7,620,531.0,Chinese,33,High
Ahmedabad,177.0,Yes,No,3.1,411,244.0,Continental,36,Low
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Goa,244.0,Yes,Yes,3.4,265,257.0,Chinese,133,Low
Hyderabad,422.0,No,No,4.7,561,376.0,Seafood,32,High
Nashik,138.0,Yes,Yes,2.7,169,592.0,Fast Food,55,High
Jaipur,180.0,No,No,2.6,694,229.0,Biryani,119,Low
Delhi,214.0,Yes,Yes,3.5,686,409.0,Fast Food,59,Low
Hyderabad,264.0,Yes,Yes,,712,305.0,Cafe,29,High
Indore,363.0,No,Yes,4.9,644,295.0,Chinese,23,High
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Goa,,Yes,Yes,4.6,806,358.0,Seafood,32,High
Surat,581.0,No,No,4.3,560,,Fast Food,31,High
Chennai,88.0,Yes,Yes,2.6,226,416.0,Biryani,56,Low
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Indore,583.0,Yes,No,4.5,538,526.0,Continental,32,High
Bangalore,565.0,Yes,No,4.6,897,146.0,Seafood,33,High
Surat,106.0,Yes,Yes,,587,101.0,Street Food,49,High
Kochi,231.0,No,No,2.6,236,310.0,Continental,45,Low
Ahmedabad,241.0,Yes,Yes,3.4,700,390.0,Cafe,48,Low
Delhi,126.0,Yes,No,3.3,410,304.0,Fast Food,30,Low
Chennai,204.0,No,Yes,2.9,161,539.0,Gujarati,44,Low
Jaipur,94.0,Yes,Yes,3.1,795,569.0,Gujarati,56,High
Indore,178.0,Yes,Yes,4.0,130,182.0,Chinese,21,Low
Kochi,93.0,Yes,Yes,4.3,81,447.0,Fast Food,23,Low
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Jaipur,121.0,No,Yes,3.1,385,553.0,Fast Food,27,Low
Ahmedabad,169.0,No,No,2.6,802,263.0,Continental,56,Low
Hyderabad,427.0,No,Yes,3.6,680,258.0,Biryani,25,High
Kochi,103.0,No,No,2.8,232,440.0,Chinese,27,Low
Jaipur,289.0,Yes,No,4.8,711,215.0,Gujarati,103,High
Indore,477.0,Yes,No,3.7,776,149.0,Kerala,30,Low
Indore,198.0,Yes,Yes,2.9,688,170.0,Street Food,50,Low
Ahmedabad,210.0,Yes,Yes,3.3,465,582.0,Fast Food,28,Low
Goa,485.0,No,No,,567,423.0,Kerala,26,High
Bangalore,188.0,Yes,Yes,3.4,2960,525.0,Street Food,45,Low
Goa,523.0,No,No,,4021,578.0,Seafood,22,High
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Hyderabad,224.0,No,Yes,2.9,838,542.0,Continental,33,Low
Bangalore,496.0,No,Yes,4.7,617,176.0,Continental,41,High
Nagpur,590.0,Yes,No,4.6,831,556.0,North Indian,34,Low
Pune,153.0,Yes,Yes,3.2,246,,Biryani,59,Low
Surat,152.0,Yes,Yes,2.7,532,482.0,Kerala,26,High
Surat,548.0,No,Yes,4.0,863,483.0,Fast Food,150,High
Surat,581.0,No,No,4.3,560,,Fast Food,31,High
Surat,292.0,No,No,4.7,543,414.0,South Indian,33,High
Goa,195.0,No,Yes,3.5,449,95.0,North Indian,28,Low
Nagpur,117.0,Yes,Yes,4.3,116,351.0,Rajasthani,35,Low
Chennai,414.0,No,No,4.6,731,120.0,North Indian,34,High
Ahmedabad,502.0,Yes,Yes,4.6,520,256.0,Seafood,33,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Goa,,Yes,Yes,4.6,806,358.0,Seafood,32,High
Jaipur,429.0,Yes,No,4.1,601,44.0,North Indian,23,High
Ahmedabad,102.0,No,No,3.3,378,416.0,Cafe,46,Low
Nagpur,585.0,No,Yes,4.7,375,102.0,Rajasthani,51,High
Pune,370.0,Yes,Yes,4.9,453,191.0,North Indian,31,High
Mumbai,106.0,Yes,No,3.3,392,42.0,Street Food,37,Low
Ahmedabad,140.0,No,Yes,2.8,118,68.0,North Indian,27,Low
Kochi,189.0,No,No,3.2,767,86.0,Rajasthani,49,Low
Pune,211.0,No,Yes,2.8,667,143.0,Continental,123,Low
Delhi,238.0,Yes,Yes,3.1,349,190.0,Chinese,53,Low
Surat,205.0,No,No,2.7,290,520.0,Street Food,39,Low
Kochi,125.0,No,No,2.5,456,427.0,Cafe,24,Low
Goa,554.0,Yes,Yes,4.5,459,36.0,Continental,35,Low
Kochi,106.0,No,No,4.9,73,349.0,Cafe,99,Low
Chennai,295.0,No,No,4.8,598,555.0,Seafood,27,High
